"dtype","param","subjid","fidtc","afidtc","aval"
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2024-09-30",0.4337750190346987
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","TH_2020-12-31",0.6486326434622488
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","TH_2021-12-31",0.6783010999587874
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","TH_2022-12-31",0.7758760752450645
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","TH_2023-12-31",0.8283884588525106
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","TH_2024-09-30",0.4077347718107943
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","DIOD_2022-12-31",0.9892300227974945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","SHLS_2020-12-31",0.2224827944170349
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","SHLS_2021-12-31",0.3999617141012941
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","SHLS_2022-12-31",0.7819108706096671
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","SHLS_2023-12-31",0.8193362448295519
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","SHLS_2024-09-30",0.4391002487116945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","NRC_2020-12-31",0.7537055144093234
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","NRC_2021-12-31",0.8051836739753693
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","NRC_2022-12-31",0.7644667489595414
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","NRC_2023-12-31",0.7278008533900913
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","NRC_2024-09-30",0.43032367753307177
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MTH_2020-12-31",0.7867259813607543
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MTH_2021-12-31",0.7909323860662703
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MTH_2022-12-31",0.792805529769068
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MTH_2023-12-31",0.800386417455686
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MTH_2024-09-30",0.35946183428961687
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MHO_2020-12-31",0.8280303046174605
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MHO_2021-12-31",0.8176584516233294
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MHO_2022-12-31",0.8309603932434484
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MHO_2023-12-31",0.8391609703683709
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MHO_2024-09-30",0.4257906814536896
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","METCB_2020-12-31",0.867765037944745
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","METCB_2021-12-31",0.9220246157079524
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","METCB_2022-12-31",0.9037862899045039
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","METCB_2023-12-31",0.9305474171274218
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","METCB_2024-09-30",0.4653165252971666
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MCRI_2020-12-31",0.8155384857226345
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MCRI_2021-12-31",0.8565781225983269
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MCRI_2022-12-31",0.8562568911792624
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MCRI_2023-12-31",0.8488603778842704
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MCRI_2024-09-30",0.3753576989605728
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MATX_2020-12-31",0.8424790879497625
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MATX_2021-12-31",0.8789687802822208
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MATX_2022-12-31",0.8840983595610978
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MATX_2023-12-31",0.8971659954892391
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","MATX_2024-09-30",0.4355823240070755
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","KAI_2020-12-31",0.8697116221076805
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","KAI_2021-12-31",0.8722927468064922
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","KAI_2022-12-31",0.9016923493539735
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","KAI_2023-12-31",0.914251362463232
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","KAI_2024-09-30",0.42350104340711126
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2020-12-31",0.5588759963099998
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2021-12-31",0.6129018567750983
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2022-09-30",0.43228036743419435
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2022-12-31",0.7086335398939301
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2023-12-31",0.8096488397210763
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","JBI_2024-09-30",0.435350138520755
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","IDCC_2020-12-31",0.7556832594943645
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","IDCC_2021-12-31",0.7359278331098768
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","IDCC_2022-12-31",0.7567849828860895
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","IDCC_2023-12-31",0.6773349223113825
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","IDCC_2024-09-30",0.2745502362711509
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HDSN_2020-12-31",0.6809285585146791
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HDSN_2021-12-31",0.7796815305359243
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HDSN_2022-12-31",0.8527986684598767
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HDSN_2023-12-31",0.8914449261280364
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HDSN_2024-09-30",0.4153215548571713
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HCKT_2020-12-31",0.7247457162996526
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HCKT_2021-12-31",0.7489813959565987
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HCKT_2022-12-31",0.6265052572507102
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HCKT_2023-12-31",0.6826347091366152
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","HCKT_2024-09-30",0.3718437275952518
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","GRBK_2020-12-31",0.8202723582714231
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","GRBK_2021-12-31",0.7953279366408978
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","GRBK_2022-12-31",0.8231957611733653
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","GRBK_2023-12-31",0.8266489419028361
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","GRBK_2024-09-30",0.41986938664582374
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","FWRD_2020-12-31",0.8539310403633632
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","FWRD_2021-12-31",0.8780444989339106
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","FWRD_2022-12-31",0.797485976828915
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","FWRD_2023-12-31",0.6159674923359482
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","FWRD_2024-09-30",0.12245109319766702
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","EVRI_2020-12-31",0.4758596591241934
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","EVRI_2021-12-31",0.6261096708613564
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","EVRI_2022-12-31",0.6254293132953743
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","EVRI_2023-12-31",0.6271810771974848
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31","EVRI_2024-09-30",0.2891232106769253
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2021-12-31",0.35676761920228495
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.999999999999999
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2023-12-31",0.32947986410325897
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","UHG_2021-12-31",0.10848888849662584
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","UHG_2022-12-31",0.1764215277326265
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","UHG_2023-12-31",-0.45360333638654193
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2021-12-31",0.35676761920228484
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2023-12-31",0.3294798641032589
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","XPEL_2021-12-31",-0.012265607780607077
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","XPEL_2022-12-31",0.21122887222580047
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","XPEL_2023-12-31",0.3104480131859767
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2021-12-31",0.3567676192022849
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.9999999999999992
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","TH_2021-12-31",0.368010108645058
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","TH_2022-12-31",0.34949734621138623
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","TH_2023-12-31",0.4990607678359473
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.9999999999999991
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2023-12-31",0.3294798641032588
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","SHLS_2021-12-31",0.2426379054119982
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","SHLS_2022-12-31",0.3680301183648698
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","SHLS_2023-12-31",0.09712228026403708
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.9999999999999993
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","NRC_2021-12-31",0.25783188395662393
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","NRC_2022-12-31",0.09111069894287797
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","NRC_2023-12-31",-0.3865631516729512
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.9999999999999989
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2023-12-31",0.32947986410325875
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MTH_2021-12-31",0.15227163601793964
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MTH_2022-12-31",0.4697895508726981
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MTH_2023-12-31",0.052581642977972826
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2023-12-31",0.32947986410325886
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MHO_2021-12-31",0.552557317700296
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MHO_2022-12-31",0.3672378990486213
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MHO_2023-12-31",0.2477948595474282
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","METCB_2021-12-31",0.0926865807934939
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","METCB_2022-12-31",0.04509427682487774
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","METCB_2023-12-31",-0.42260130908965193
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MCRI_2021-12-31",-0.017958908120268142
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MCRI_2022-12-31",0.28058597205626956
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MCRI_2023-12-31",-0.2154893196909696
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MATX_2021-12-31",0.5301787610347867
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MATX_2022-12-31",0.44800720170405967
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","MATX_2023-12-31",-0.09756026159291716
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","KAI_2021-12-31",-0.011383009548347457
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","KAI_2022-12-31",0.3667685989496103
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","KAI_2023-12-31",0.4909912199949555
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","JBI_2021-12-31",0.2526613798007058
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","JBI_2022-12-31",0.37180649671648114
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","JBI_2023-12-31",-0.0004859295128428465
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2021-12-31",0.3567676192022848
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","IDCC_2021-12-31",-0.0476293925004316
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","IDCC_2022-12-31",-0.27637152455026043
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","IDCC_2023-12-31",0.30450880832524774
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HDSN_2021-12-31",0.45622633953360997
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HDSN_2022-12-31",0.37350301860243945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HDSN_2023-12-31",0.21553154190638876
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","DIOD_2022-12-31",0.9999999999999994
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HCKT_2021-12-31",0.2568420238130468
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HCKT_2022-12-31",-0.3748811820448256
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","HCKT_2023-12-31",0.2651055130747524
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","GRBK_2021-12-31",-0.2768102215514109
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","GRBK_2022-12-31",0.36495056403441006
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","GRBK_2023-12-31",0.2133227789076429
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","FWRD_2021-12-31",0.04105287296283761
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","FWRD_2022-12-31",0.5116864492857895
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","FWRD_2023-12-31",-0.30435838595765624
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","EVRI_2021-12-31",0.3340006513765011
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","EVRI_2022-12-31",0.41291794726645825
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","CHG","DIOD","2022-12-31","EVRI_2023-12-31",-0.1611574401535748
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2020-12-31",0.9410238147464962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2021-12-31",0.9892300227974944
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2022-12-31",1.0000000000000002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2023-12-31",0.9834570639101773
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2024-09-30",0.42383769191072096
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","UHG_2020-12-31",0.5057178658300046
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","UHG_2021-12-31",0.6124100039974859
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","UHG_2022-12-31",0.6410898935318102
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","UHG_2023-12-31",0.5097752079378234
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","UHG_2024-09-30",0.3547779857791672
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","XPEL_2020-12-31",0.8342370467083674
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","XPEL_2021-12-31",0.8252668309979537
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","XPEL_2022-12-31",0.8607273276327961
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","XPEL_2023-12-31",0.8811787556107965
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","XPEL_2024-09-30",0.42745479753657006
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","TH_2020-12-31",0.6057106834202602
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","TH_2021-12-31",0.6412519898564962
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","TH_2022-12-31",0.753690566770666
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","TH_2023-12-31",0.838414800677054
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","TH_2024-09-30",0.42054130798889283
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","DIOD_2021-12-31",0.9892300227974945
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","SHLS_2020-12-31",0.1481068008245964
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","SHLS_2021-12-31",0.3492348721469505
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","SHLS_2022-12-31",0.770769693004981
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","SHLS_2023-12-31",0.8145071927442145
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","SHLS_2024-09-30",0.41400448071912366
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","NRC_2020-12-31",0.7406672015607435
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","NRC_2021-12-31",0.7978271102360941
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","NRC_2022-12-31",0.7607980877961761
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","NRC_2023-12-31",0.7094339249415542
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31","NRC_2024-09-30",0.41667860704113424
